Product Name,Product ID,Category,Confidence,Flag
Vino Tinto Malbec Benjamin Nieto S. 750 Ml,817,Bebidas Alcohólicas y Tabaco,high,
Vino Tinto Pure Malbec Trapiche 750 Ml,818,Bebidas Alcohólicas y Tabaco,high,
Jabon Flora Bolivar 250 Gr,82,"Muebles, Bienes y Servicios Domésticos",high,
Vino Blanco Astica Sauvignon Blanc Semillon Trapiche 750 Ml,823,Bebidas Alcohólicas y Tabaco,high,
Cerveza en Lata Ipa Bendita 350 Ml,825,Bebidas Alcohólicas y Tabaco,high,
Six Pack Ipa Bendita 350 Ml,828,Bebidas Alcohólicas y Tabaco,high,
Alimento para Cachorro PedIgree 1.5 Kg,830,Recreación y Cultura,high,
Alimento para Adulto PedIgree 3 Kg,831,Recreación y Cultura,high,
Alimento para Mascotas Razas Pequeñas PedIgree 1.5 Kg,832,Recreación y Cultura,high,
Alimento para Gatito Carne Whiskas 85 Gr,835,Recreación y Cultura,high,
Alimento para Mascota Adulto Sabor Salmon Whiskas 85 Gr,836,Recreación y Cultura,high,
Alimento para Gatitos Soufle de Carne Whiskas 85 Gr,837,Recreación y Cultura,high,
Alimento para Gatito Carne y Leche Whiskas 500 Gr,838,Recreación y Cultura,high,
Alimento para Mascota Adulto Carne Whiskas 1 Kg,839,Recreación y Cultura,high,
Jabon Liquido Omo 3 Lt,84,"Muebles, Bienes y Servicios Domésticos",high,
Alimento para Mascota Adulto Pollo Y Leche Whiskas 500 Gr,840,Recreación y Cultura,high,
Alimento para Mascota Adulto Pescado Whiskas 1 Kg,841,Recreación y Cultura,high,
Alimento para Mascota Adulto Pescado Whiskas 3 Kg,842,Recreación y Cultura,high,
Alimento para Mascota Adulto Carne Whiskas 10 Kg,843,Recreación y Cultura,high,
Alimento para Mascota Adulto Pescado Whiskas 10 Kg,844,Recreación y Cultura,high,
Jabon Corporal Liquido Dermoprotector Aval 400 Ml,845,Bienes y Servicios Diversos,high,
Jabon Corporal Liquido Regenerador Aval 400 Ml,846,Bienes y Servicios Diversos,high,
Vinagre Balsamico Carbonell 250 Ml,847,Alimentos y Bebidas No Alcohólicas,high,
Vinagre Tinto Carbonell 250 Ml,848,Alimentos y Bebidas No Alcohólicas,high,
Tholem Jamon Serrano Sancor 190 Gr,849,Alimentos y Bebidas No Alcohólicas,high,
Bolsa Basurera 60 cm x 63 cm Ola 10 Unds,85,"Muebles, Bienes y Servicios Domésticos",high,
Queso Rallado Reggianito Sancor 40Gr Caja 160 Unds,850,Alimentos y Bebidas No Alcohólicas,high,
Queso Dambo Quesabores Sancor 180 Gr,851,Alimentos y Bebidas No Alcohólicas,high,
Queso Corazon de Horma Reggianito Sancor 230Gr,852,Alimentos y Bebidas No Alcohólicas,high,
Requeson Tholem 4 Quesos Sancor 190Gr,853,Alimentos y Bebidas No Alcohólicas,high,
Limpiador en Espuma Tuff Stuff STP 623 Ml,854,Transporte,high,
Limpia Inyectores Negro STP 155 Ml,855,Transporte,high,
Shampoo con Cera Sapolio 500 Ml,857,Transporte,high,
Limpia Tapiz Gatillo STP 670 Ml,858,Transporte,high,
Renovador Llantas Spray STP 360Ml,859,Transporte,high,
Bolsa Rayada 60 cm x 80 cm Belen 25 Unds,86,"Muebles, Bienes y Servicios Domésticos",high,
Limpiaparabrisas Sapolio 900 Ml,860,Transporte,high,
Silicona Gatillo STP 473 Ml,861,Transporte,high,
Silicona Spray Armor All 118 Ml,862,Transporte,high,
Silicona Spray Armor All New Car 295 Ml,863,Transporte,high,
Silicona Gatillo Sapolio 670 Ml,865,Transporte,high,
Silicona Spray Sapolio 360 Ml,866,Transporte,high,
Barra de Chocolate Snickers Original Mars 58.7 Gr,869,Alimentos y Bebidas No Alcohólicas,high,
Guantes Multiuso Scotch Brite M7 de 7 1/2,87,"Muebles, Bienes y Servicios Domésticos",high,
Chocolate M & M S Plain Mars 47.9 Gr,870,Alimentos y Bebidas No Alcohólicas,high,
Chocolate M & M S Peanut Mars 49.3 Gr,871,Alimentos y Bebidas No Alcohólicas,high,
Chocolate M & M S Minis Mars 30.6 Gr,872,Alimentos y Bebidas No Alcohólicas,high,
Barra de Chocolate con Caramelo Twix Mars 50.7 Gr,873,Alimentos y Bebidas No Alcohólicas,high,
Chocolate Snickers Mini Mars 124.7 Gr,874,Alimentos y Bebidas No Alcohólicas,high,
Tableta Castaña Caju Garoto 90 Gr,877,Alimentos y Bebidas No Alcohólicas,high,
Tableta Talento Semi Amargo con Almendras Garoto 90 Gr,879,Alimentos y Bebidas No Alcohólicas,high,
Guantes Antibacterial Talla M Ola Par,88,"Muebles, Bienes y Servicios Domésticos",high,
Baton chocolate con Leche Garoto 16 Gr,880,Alimentos y Bebidas No Alcohólicas,high,
Baton Chocolate con Leche Relleno Frutilla Garoto 16 Gr,881,Alimentos y Bebidas No Alcohólicas,high,
Gomitas Haribo Goldbears 80 Gr,882,Alimentos y Bebidas No Alcohólicas,high,
Gomitas Haribo Worms 80 Gr,883,Alimentos y Bebidas No Alcohólicas,high,
Gomitas Masticables Goldbears Haribo 150 Gr.,884,Alimentos y Bebidas No Alcohólicas,high,
Gomitas Haribo Happy Cola 150 Gr,885,Alimentos y Bebidas No Alcohólicas,high,
Chicle de menta sin Azucar Orbit Wrigley 26.6 Gr,886,Alimentos y Bebidas No Alcohólicas,high,
Chicle Orbit Peppermint Wrigley 26.6 Gr,887,Alimentos y Bebidas No Alcohólicas,high,
Chicle Orbit Bubblemint WrigleyS 26.6 Gr,888,Alimentos y Bebidas No Alcohólicas,high,
Chicle WrigleyS Double Mint 13.5 Gr,889,Alimentos y Bebidas No Alcohólicas,high,
Palo Trapeador Movica Unidad,89,"Muebles, Bienes y Servicios Domésticos",high,
Chicle WrigleyS Juice Fruit 13.5 Gr,890,Alimentos y Bebidas No Alcohólicas,high,
Chicle WrigleyS Big Red 13.5 Gr,891,Alimentos y Bebidas No Alcohólicas,high,
Confites Masticables Skittles Original Wrigley 61.5 Gr,892,Alimentos y Bebidas No Alcohólicas,high,
Confites Masticables Skittles Wild Berry Wrigley 58.7 Gr,893,Alimentos y Bebidas No Alcohólicas,high,
Confites Masticables Starburst Original Wrigley 58.7 Gr,894,Alimentos y Bebidas No Alcohólicas,high,
Leche Evaporada Bella Holandesa 410 Gr,895,Alimentos y Bebidas No Alcohólicas,high,
Leche Condensada Bella Holandesa 78 Gr,896,Alimentos y Bebidas No Alcohólicas,high,
Chupete Bon Bon Bum Surtido Colombina 24 Unds,897,Alimentos y Bebidas No Alcohólicas,high,
Chupete Bon Bon Bum Fresa Colombina 24 Unds,898,Alimentos y Bebidas No Alcohólicas,high,
Chupete Bon Bon Bum Sandia Colombina 24 Unds,899,Alimentos y Bebidas No Alcohólicas,high,
Antigrasa con Gatillo Ola 830 ml,9,"Muebles, Bienes y Servicios Domésticos",high,
Escoba Dolly Scotch Brite Unidad,90,"Muebles, Bienes y Servicios Domésticos",high,
Atun en Agua Nutregal Van Camps 3X80 Gr,900,Alimentos y Bebidas No Alcohólicas,high,
Salsa Roja Don Vittorio 400 Gr,901,Alimentos y Bebidas No Alcohólicas,high,
Fideo Linguinni Grosso Don Vittorio 400 Gr,902,Alimentos y Bebidas No Alcohólicas,high,
Salsa Roja Don Vittorio 200 Gr,903,Alimentos y Bebidas No Alcohólicas,high,
Fideo Fettuccine Don Vittorio 400 Gr,904,Alimentos y Bebidas No Alcohólicas,high,
Jabon Antibacterial Bolivar 210 Gr,905,"Muebles, Bienes y Servicios Domésticos",high,
Detergente en Polvo Floral Uno 800 Gr,906,"Muebles, Bienes y Servicios Domésticos",high,
Detergente en Polvo Frescura Limón Uno 800 Gr,908,"Muebles, Bienes y Servicios Domésticos",high,
Fideo Spaghetti Nutregal 400 Gr,909,Alimentos y Bebidas No Alcohólicas,high,
Recogedor de Basura con Mango Movica Unidad,91,"Muebles, Bienes y Servicios Domésticos",high,
Fideo Corbata Grande Nutregal 400 Gr,910,Alimentos y Bebidas No Alcohólicas,high,
Fideo Canuto Chico Nutregal 400 Gr,911,Alimentos y Bebidas No Alcohólicas,high,
Fideo Codo Rayado Nutregal 400 Gr,912,Alimentos y Bebidas No Alcohólicas,high,
Fideo Rigatoni Nutregal 400 Gr,913,Alimentos y Bebidas No Alcohólicas,high,
Fideo Anillo Nutregal 400 Gr,914,Alimentos y Bebidas No Alcohólicas,high,
Fideo Macarron Nutregal 400 Gr,915,Alimentos y Bebidas No Alcohólicas,high,
Fideo Letra Y Numero Nutregal 400 Gr,916,Alimentos y Bebidas No Alcohólicas,high,
Fideo Caracol Chico Nutregal 400 Gr,917,Alimentos y Bebidas No Alcohólicas,high,
Fideo Tallarin Nutregal 400 Gr,918,Alimentos y Bebidas No Alcohólicas,high,
Fideo Corbata Chica Nutregal 400 Gr,919,Alimentos y Bebidas No Alcohólicas,high,
Galleta Opera Bagley 92 Gr,92,Alimentos y Bebidas No Alcohólicas,high,
Fideo Tornillo Nutregal 400 Gr,920,Alimentos y Bebidas No Alcohólicas,high,
Detergente Matic Bolivar 2 Kg,921,"Muebles, Bienes y Servicios Domésticos",high,
Detergente Matic Bolivar 700 Gr,922,"Muebles, Bienes y Servicios Domésticos",high,
Detergente Suavizante Bolivar 700 Gr,923,"Muebles, Bienes y Servicios Domésticos",high,
Detergente Suavizante Bolivar 2.00 Kg,924,"Muebles, Bienes y Servicios Domésticos",high,
Detergente Floral Bolivar 700 Gr,925,"Muebles, Bienes y Servicios Domésticos",high,
Detergente Limón Bolivar 700 Gr,926,"Muebles, Bienes y Servicios Domésticos",high,
Detergente Floral Bolivar 2 Kg,927,"Muebles, Bienes y Servicios Domésticos",high,
Detergente Floral Bolivar 3.8 Kg,928,"Muebles, Bienes y Servicios Domésticos",high,
Detergente Limón Bolivar 2 Kg,929,"Muebles, Bienes y Servicios Domésticos",high,
Sopa de pollo Maruchan 64 Gr,93,Alimentos y Bebidas No Alcohólicas,high,
Detergente Limón Bolivar 3.8 Kg,930,"Muebles, Bienes y Servicios Domésticos",high,
Jabon Uno Blancos Brillantes Uno 210 Gr,931,"Muebles, Bienes y Servicios Domésticos",high,
Jabon Limon Uno 210 Gr,932,"Muebles, Bienes y Servicios Domésticos",high,
Jabon Delicada Uno 210 Gr,933,"Muebles, Bienes y Servicios Domésticos",high,
Fideo Espirales Don Vittorio 400 Gr,935,Alimentos y Bebidas No Alcohólicas,high,
Fideo Cabello de Angel Don Vittorio 400 Gr,936,Alimentos y Bebidas No Alcohólicas,high,
Fideo Corbata Chica Don Vittorio 400 Gr,937,Alimentos y Bebidas No Alcohólicas,high,
Fideo Corbata Grande Don Vittorio 400 Gr,938,Alimentos y Bebidas No Alcohólicas,high,
Fideo Canuto Chico Don Vittorio 400 Gr,939,Alimentos y Bebidas No Alcohólicas,high,
Sopa de Pollo Maruchan 85 Gr,94,Alimentos y Bebidas No Alcohólicas,high,
Fideo Codo Rayado Don Vittorio 400 Gr,940,Alimentos y Bebidas No Alcohólicas,high,
Aceite Sabrosa Vegetal 1.800 Ml,941,Alimentos y Bebidas No Alcohólicas,high,
Aceite Sabrosa Light 1.800 Ml,942,Alimentos y Bebidas No Alcohólicas,high,
Sardina Ovalada en Salsa de Tomate Sabrosa 425 Gr,943,Alimentos y Bebidas No Alcohólicas,high,
Sardina en Salsa de Tomate Sabrosa 425 Gr,944,Alimentos y Bebidas No Alcohólicas,high,
Aceite Fino Vegetal 900 Ml,945,Alimentos y Bebidas No Alcohólicas,high,
Mantequilla Margarina Regia 850 Gr,946,Alimentos y Bebidas No Alcohólicas,high,
Aceite Fino Mental Activ 900 Ml,947,Alimentos y Bebidas No Alcohólicas,high,
Detergente Líquido Blancos Extremos Uno Pro 900 Ml,948,"Muebles, Bienes y Servicios Domésticos",high,
Detergente Líquido Blancos Extremos Uno Pro 1.800 Ml,949,"Muebles, Bienes y Servicios Domésticos",high,
Sopa Criolla Sabor Costilla Maggi 12 Gr,95,Alimentos y Bebidas No Alcohólicas,high,
Detegente Líquido Protección Color Uno Pro 900 Ml,950,"Muebles, Bienes y Servicios Domésticos",high,
Detergente Líquido Protección Color Uno Pro 1.800 Ml,951,"Muebles, Bienes y Servicios Domésticos",high,
Suavizante Caricias Azul Cielo Uno 900 Ml,953,"Muebles, Bienes y Servicios Domésticos",high,
Suavizante Caricias Azul Cielo Uno 1.800 Ml,954,"Muebles, Bienes y Servicios Domésticos",high,
Suavizante Caricias Frescura De Verano Uno 900 Ml,955,"Muebles, Bienes y Servicios Domésticos",high,
Suavizante Caricias Frescura De Verano Uno 1.800 Ml,956,"Muebles, Bienes y Servicios Domésticos",high,
Suavizante Caricias Nubes Blancas Uno 900 Ml,957,"Muebles, Bienes y Servicios Domésticos",high,
Suavizante Caricias Nubes Blancas Uno 1.800 Ml,958,"Muebles, Bienes y Servicios Domésticos",high,
Sopa Criolla Sabor Gallina con Fideos Maggi 12 Gr,96,Alimentos y Bebidas No Alcohólicas,high,
Suavizante Caricias Brisa De Primavera Uno 1.800 Ml,960,"Muebles, Bienes y Servicios Domésticos",high,
Detergente Líquido Ropa Negra Uno Pro 1.800 Ml,962,"Muebles, Bienes y Servicios Domésticos",high,
Acondicionador Brillo Plusbelle 1 Lt,963,Bienes y Servicios Diversos,high,
Acondicionador Frescura Plusbelle 1 Lt,964,Bienes y Servicios Diversos,high,
Acondicionador Suavidad Plusbelle 1 Lt,965,Bienes y Servicios Diversos,high,
Acondicionador Nutrición Plusbelle 1 Lt,966,Bienes y Servicios Diversos,high,
Acondicionador Antioxidante Plusbelle 1 Lt,967,Bienes y Servicios Diversos,high,
Shampoo Brillo Plusbelle 1 Lt,968,Bienes y Servicios Diversos,high,
Shampoo Frescura Plusbelle 1 Lt,969,Bienes y Servicios Diversos,high,
Crema de Esparragos Maggi 66 Gr,97,Alimentos y Bebidas No Alcohólicas,high,
Shampoo Suavidad y Cuidado Plusbelle 1 Lt,970,Bienes y Servicios Diversos,high,
Shampoo Hidratación Plusbelle 1 Lt,971,Bienes y Servicios Diversos,high,
Shampoo Antioxidante Plusbelle 1 Lt,972,Bienes y Servicios Diversos,high,
Shampoo Detox Plusbelle 1 Lt,973,Bienes y Servicios Diversos,high,
Acondicionador Detox Plusbelle 1 Lt,974,Bienes y Servicios Diversos,high,
Shampoo Protección Plusbelle 1 Lt,975,Bienes y Servicios Diversos,high,
Acondicionador Protección Plusbelle1 Lt,976,Bienes y Servicios Diversos,high,
Shampoo Kids Fuerza Plusbelle 750 Ml,977,Bienes y Servicios Diversos,high,
Acondicionador Kids Fuerza Plusbelle 750 Ml,979,Bienes y Servicios Diversos,high,
Crema de Pollo Maggi 64 Gr,98,Alimentos y Bebidas No Alcohólicas,high,
Jaboncillo Tripack Frescura Plusbelle 3X125 Gr,981,Bienes y Servicios Diversos,high,
Jaboncillo Tripack Relajación Plusbelle 3X125 Gr,982,Bienes y Servicios Diversos,high,
Jaboncillo Tripack Nutrición Plusbelle 3X125 Gr,983,Bienes y Servicios Diversos,high,
Jaboncillo Radiante Plusbelle 125 Gr,985,Bienes y Servicios Diversos,high,
Jaboncillo Humectación Plusbelle 125 Gr,986,Bienes y Servicios Diversos,high,
Jaboncillo Frescura Plusbelle 125 Gr,987,Bienes y Servicios Diversos,high,
Jaboncillo Energia Plusbelle 125 Gr,988,Bienes y Servicios Diversos,high,
Jaboncillo Relajación Plusbelle 125 Gr,990,Bienes y Servicios Diversos,high,
Sal Lobos Fina 1 Kilo,991,Alimentos y Bebidas No Alcohólicas,high,
Aceite de Oliva Borges 750 Ml,992,Alimentos y Bebidas No Alcohólicas,high,
Sanitizador de Manos Limon Hi Geen Hospitalario 500 Ml,997,Bienes y Servicios Diversos,high,
Sanitizador de Manos Agua Marina Hi Geen Adult- Papaya 110 Ml,998,Bienes y Servicios Diversos,high,
Ambientador Con Gatillo Air 2,1,"Muebles, Bienes y Servicios Domésticos",high,
"Limpiador Flores de Primavera Poett 1,8 Lt",10,"Muebles, Bienes y Servicios Domésticos",high,
Sanitizador de Manos Agua Marina Hi Geen Adult Jazmín 110 Ml,1000,Bienes y Servicios Diversos,high,
Sanitizador de Manos Agua Marina Hi Geen para Adulto 110 Ml,1001,Bienes y Servicios Diversos,high,
Sanitizador de Manos Agua Marina Hi Geen Adult Natural 110 Ml,1002,Bienes y Servicios Diversos,high,
Sanitizador de Manos Agua Marina Hi Geen Bolsillo Limón 50 Ml,1003,Bienes y Servicios Diversos,high,
Sanitizador de Manos Agua Marina Hi Geen Bolsillo Frutas Rojas 50 Ml,1004,Bienes y Servicios Diversos,high,
Sanitizador de Manos Agua Marina Hi Geen Bolsillo Agua Marina 50 Ml,1005,Bienes y Servicios Diversos,high,
Sanitizador de Manos Agua Marina Hi Geen Bolsillo Rosa de Damasco 50Ml,1006,Bienes y Servicios Diversos,high,
Sanitizador de Manos Hi Geen Bolsillo Jazmín 50Ml,1007,Bienes y Servicios Diversos,high,
Sanitizador de Manos Agua Marina Hi Geen Adult Amor 110 Ml,1008,Bienes y Servicios Diversos,high,
Sanitizador de Manos Hi Geen Infantil Bitty & Mitty 80Ml Gel,1009,Bienes y Servicios Diversos,high,
Galleta Original Club Social 234 Gr,101,Alimentos y Bebidas No Alcohólicas,high,
Sanitizador de Manos Hi Geen Infantil  Bibo 80Ml,1010,Bienes y Servicios Diversos,high,
Pañitos Humedos para Bebe Pompiglos Premiun Pompiglis 60 Unds,1011,Bienes y Servicios Diversos,high,
Repelente Fexon Infantil 100 Gr,1012,Bienes y Servicios Diversos,high,
Repelente Fexon Adulto 100 Gr,1013,Bienes y Servicios Diversos,high,
Repelente Fexon Spray 130 Gr,1014,Bienes y Servicios Diversos,high,
Endulzante Sucranova 150 Tabletas,1015,Alimentos y Bebidas No Alcohólicas,high,
Endulzante Sucranova Natura 270 Ml,1017,Alimentos y Bebidas No Alcohólicas,high,
Pañitos Clasicos Pompiglos 100 Unds,1018,Bienes y Servicios Diversos,high,
Pañitos Clasicos Doypak Pompiglos 250 Unds,1019,Bienes y Servicios Diversos,high,
Cereal Corn Flakes Kelloggs 200 Gr,102,Alimentos y Bebidas No Alcohólicas,high,
Bloqueador Solar Adulto Factor 50 Solaris 90 Gr,1020,Bienes y Servicios Diversos,high,
Bloqueador Solar Baby Kids Factor 50 Solaris 90 Gr,1021,Bienes y Servicios Diversos,high,
Bloqueador Solar Sport Factor 50 Solaris 90 Gr,1022,Bienes y Servicios Diversos,high,
Bloqueador Solar Facial Factor 30 Solaris 90 Gr,1023,Bienes y Servicios Diversos,high,
Cepillo F92 Clinic Doble 2X1 Suave Foramen,1024,Bienes y Servicios Diversos,high,
Gel Bucal Foramen 75 Ml,1025,Bienes y Servicios Diversos,high,
Pasta Dental 2 En 1 Dientes Blancos Foramen 100 Ml,1026,Bienes y Servicios Diversos,high,
Gel Dental Junior Forman 50 Ml,1027,Bienes y Servicios Diversos,high,
Pasta Dental 2 En 1 Junior 2 En 1 Foramen 100 Ml,1028,Bienes y Servicios Diversos,high,
Pasta Dental 2 En 1 Herbal Aloe Foramen 100 Ml,1029,Bienes y Servicios Diversos,high,
Cereal Corn Flakes Kelloggs 500 Gr,103,Alimentos y Bebidas No Alcohólicas,high,
Enjuague Bucal Herbal Aloe Foramen 500 Ml,1030,Bienes y Servicios Diversos,high,
Enjuague Bucal Dientes Sensibles Foramen 500 Ml,1031,Bienes y Servicios Diversos,high,
Enjuague Bucal Proteccion Foramen 500 Ml,1032,Bienes y Servicios Diversos,high,
Enjuague Bucal Junior Foramen 500 Ml,1033,Bienes y Servicios Diversos,high,
Enjuague Bucal Gingivitis Foramen 250 Ml,1034,Bienes y Servicios Diversos,high,
Neceser Adulto Foramen Unidad,1036,Bienes y Servicios Diversos,high,
Cepillo F29 Tynex Suave Foramen,1037,Bienes y Servicios Diversos,high,
Cepillo F29 Tynex Medio Foramen,1038,Bienes y Servicios Diversos,high,
Cepillo Ortodoncias 504 Foramen Unidad,1039,Bienes y Servicios Diversos,high,
Cereal Sabor Chocolate Chocapic Nestle 250 Gr,104,Alimentos y Bebidas No Alcohólicas,high,
Cepillo Infantil 4 mas Reloj Pulsera Foramen Unidad,1040,Bienes y Servicios Diversos,high,
Cepillo Pharma Ortodoncia Foramen Unidad,1041,Bienes y Servicios Diversos,high,
Cepillo F30 Tynex Suave Foramen,1042,Bienes y Servicios Diversos,high,
Cepillo F30 Tynex Duro Foramen,1044,Bienes y Servicios Diversos,high,
Cepillo Pharma Suave Foramen Unidad,1045,Bienes y Servicios Diversos,high,
Cepillo F92 Clinic Suave Foramen,1046,Bienes y Servicios Diversos,high,
Cepillo Pharma Medio Foramen Unidad,1047,Bienes y Servicios Diversos,high,
Cepillo F92 Clinic Medio Foramen,1048,Bienes y Servicios Diversos,high,
Cepillo F92 Clinic Duro Foramen,1049,Bienes y Servicios Diversos,high,
Cereal Chocapic Nestle 400 Gr,105,Alimentos y Bebidas No Alcohólicas,high,
Cepillo Profesional Medio Foramen Unidad,1051,Bienes y Servicios Diversos,high,
Cepillo Profesional Duro Foramen Unidad,1052,Bienes y Servicios Diversos,high,
Cepillo Dual Suave Foramen Unidad,1053,Bienes y Servicios Diversos,high,
Cepillo Dual Medio Foramen Unidad,1054,Bienes y Servicios Diversos,high,
Cepillo V-Plus Suave Foramen Unidad,1055,Bienes y Servicios Diversos,high,
Cepillo Foramen V Plus Medio Foramen Unidad,1056,Bienes y Servicios Diversos,high,
Cepillo V Plus Duro Foramen Unidad,1057,Bienes y Servicios Diversos,high,
Cepillo Pharma Sensible Foramen Unidad,1058,Bienes y Servicios Diversos,high,
Cepillo para Encias Delicadas Foramen Unidad,1059,Bienes y Servicios Diversos,high,
Cepillo Adapta Duro Foramen Unidad,1061,Bienes y Servicios Diversos,high,
Cepillo Expert 3 Suave Foramen,1062,Bienes y Servicios Diversos,high,
Cepillo Expert 3 Medio Foramen Unidad,1063,Bienes y Servicios Diversos,high,
Cepillo Expert 3 Duro Foramen Unidad,1064,Bienes y Servicios Diversos,high,
Cepillo Infantil Suave Foramen Unidad,1065,Bienes y Servicios Diversos,high,
Cepillo Junior Aromas Fruits Foramen Unidad,1066,Bienes y Servicios Diversos,high,
Cepillo Junior Tynex Suave Foramen Unidad,1067,Bienes y Servicios Diversos,high,
Cepillo Expert Pro Suave Foramen Unidad,1068,Bienes y Servicios Diversos,high,
Cepillo Expert Pro Medio Foramen Unidad,1069,Bienes y Servicios Diversos,high,
Sebada Instantanea Ecco Nestle 190 Gr,107,Alimentos y Bebidas No Alcohólicas,high,
Cepillo Baby Foramen Unidad,1070,Bienes y Servicios Diversos,high,
Cepillo Pharma Sensor Foramen Unidad,1071,Bienes y Servicios Diversos,high,
Cepillo F-6 Tynex Suave Foramen Unidad,1072,Bienes y Servicios Diversos,high,
Cepillo F-6 Maxi Tynex Medio Foramen Unidad,1074,Bienes y Servicios Diversos,high,
Cepillo de Viaje Formmen Unidad,1075,Bienes y Servicios Diversos,high,
Set Dental De Viaje Traveler 3 en 1 Foramen,1076,Bienes y Servicios Diversos,high,
Cepillo Infantil mas Reloj Foramen Unidad,1077,Bienes y Servicios Diversos,high,
Limpiador Lingual Foramen Unidad,1078,Bienes y Servicios Diversos,high,
Frescor en Spray Boca Sana Aliento Fresco Foramen 15 Ml,1079,Bienes y Servicios Diversos,high,
Galleta Chokosoda Field 216 Gr,108,Alimentos y Bebidas No Alcohólicas,high,
Cinta Dental Teflon Ref 421 Foramen Unidad,1080,Bienes y Servicios Diversos,high,
Seda Dental 422 Foramen,1081,Bienes y Servicios Diversos,high,
Seda Dental con Microfilamentos Foramen,1082,Bienes y Servicios Diversos,high,
Cepillo F92 Clinic Doble 2X1 Duro Foramen,1083,Bienes y Servicios Diversos,high,
Cepillo F92 Clinic Doble 2X1 Medio Foramen,1084,Bienes y Servicios Diversos,high,
Cepillo F30 Tynex Medio Foramen 2X1,1085,Bienes y Servicios Diversos,high,
Cepillo F30 Tynex Duro Foramen 2X1,1086,Bienes y Servicios Diversos,high,
Cepillo F Expert 3 Suave Foramen 2X1,1087,Bienes y Servicios Diversos,high,
Cepillo Expert 3 Medio Foramen 2X1,1088,Bienes y Servicios Diversos,high,
Gel Dental Refrescante 75 Ml,1089,Bienes y Servicios Diversos,high,
Galleta Sabor Queso Sandwich Ritz 204 Gr,109,Alimentos y Bebidas No Alcohólicas,high,
Gel Dental Junior Vertical 75 Ml,1090,Bienes y Servicios Diversos,high,
Pasta Dental 2 En 1 Charcoal Foramen 100 Ml,1091,Bienes y Servicios Diversos,high,
Enjuague Bucal Accion Noche Foramen 500 Ml,1092,Bienes y Servicios Diversos,high,
Enjuague Bucal Whiting Foramen 500 Ml,1093,Bienes y Servicios Diversos,high,
Enjuague Bucal Antiplaca Foramen 500 Ml,1094,Bienes y Servicios Diversos,high,
Cepillo Infantil Foramino Foramen 2X1,1095,Bienes y Servicios Diversos,high,
Cepillo Junior Extreme 9 a 12 Años Foramen Unidad,1096,Bienes y Servicios Diversos,high,
Cepillo Flex Foramen Unidad,1097,Bienes y Servicios Diversos,high,
Cepillo Flexi Tip Suave Foramen Unidad,1098,Bienes y Servicios Diversos,high,
Cepillo Baby Con Protector Foramen Unidad,1099,Bienes y Servicios Diversos,high,
"Limpiador Frescura de Lavanda Poett 1,8 Lt",11,"Muebles, Bienes y Servicios Domésticos",high,
Cereal Zucarias Kelloggs 300 Gr,110,Alimentos y Bebidas No Alcohólicas,high,
Cepillo Blanqueador Foramen Unidad,1100,Bienes y Servicios Diversos,high,
Cepillo Kids Safari Foramen Unidad,1101,Bienes y Servicios Diversos,high,
Cepillo Flexi Tip Medio Foramen Unidad,1103,Bienes y Servicios Diversos,high,
Cepillo con Luz Foramen Unidad,1104,Bienes y Servicios Diversos,high,
Cepillo Charcoal Foramen Unidad,1105,Bienes y Servicios Diversos,high,
Arco Con Hilo Dental 30 Unidades,1106,Bienes y Servicios Diversos,high,
Cepillos Interdentales Extrafino 6 Unids,1107,Bienes y Servicios Diversos,high,
Cepillos Interdentales Fino 6 Unids,1108,Bienes y Servicios Diversos,high,
Cepillos Interdental Medio 6 Unds,1109,Bienes y Servicios Diversos,high,
Cereal Zucaritas Kelloggs 730 Gr,111,Alimentos y Bebidas No Alcohólicas,high,
Cepillos Interdentales Conico 6 Unids,1110,Bienes y Servicios Diversos,high,
Arco con Hilo Dental Charcoal  Foramen 30 Unidades,1112,Bienes y Servicios Diversos,high,
Crema Dental Sensible mas Blanqueador Foramen 75 Ml,1113,Bienes y Servicios Diversos,high,
Shampoo Bioxsine Forte 300 Ml,1115,Bienes y Servicios Diversos,high,
Preservativo Maxmen Boom 3 Unds,1116,Bienes y Servicios Diversos,high,
Preservativo Max Men Inspiral Tornado 3 Unds,1117,Bienes y Servicios Diversos,high,
Desodorante en Barra Deo Sti V8 Rexona Men 50 Gr,1119,Bienes y Servicios Diversos,high,
Te Verde Manzana Ice Tea 300 Gr,112,Alimentos y Bebidas No Alcohólicas,high,
Desodorante en Barra Sti Invisible Dove 50 Gr,1120,Bienes y Servicios Diversos,high,
Desodorante en Barra Invisible Rexona 50 Gr,1121,Bienes y Servicios Diversos,high,
Desodorante en Barra Extra Fresh Dove Men Care 50 Gr,1122,Bienes y Servicios Diversos,high,
Desodorante en Barra Xtra Cool Rexona 50 Gr,1123,Bienes y Servicios Diversos,high,
Desodorante en Barra Antivacterial mas Invisible Rexona 50 Gr,1124,Bienes y Servicios Diversos,high,
Desodorante Roll on Antibacterial Rexona men 50 Ml,1125,Bienes y Servicios Diversos,high,
Desodorante en Barra Sport Active Fresh Dove 50 Gr,1126,Bienes y Servicios Diversos,high,
Desosorante Roll on Sport Intense Rexona 50 Ml,1127,Bienes y Servicios Diversos,high,
Desodorante en Barra Sport Men Rexona 50 Gr,1128,Bienes y Servicios Diversos,high,
